id,title,description,prep_time,cook_time,published,category,servings,owner
a2fe0330-c90d-4352-903d-d50cf3b79a71,Focaccia With Fresh Herbs,This is one of my adopted recipes. It's actually very good and makes a nicely textured focaccia - you can vary the toppings - it's a great bread you can be creative with....I highly recommend using a heavy cast iron skillet that has been lightly oiled. It makes an excellent crust!,90,25,1999-10-08,Yeast Breads,8,
164fdce7-c124-4b0a-9d56-0f2c48940dab,Country Fried Steak,Make and share this Country Fried Steak recipe from Food.com.,0,,1999-10-09,Meat,4,
6bcb1187-ecdb-4e00-8af4-570b35dbd4b0,Homemade Stromboli,Make and share this Homemade Stromboli recipe from Food.com.,0,,1999-10-09,Pork,12,
e9d70569-7fba-41dd-b602-c9aea0ea3ff5,Yakisoba,Make and share this Yakisoba recipe from Food.com.,15,10,1999-10-09,Meat,4,
07d0f5ef-302b-4f45-a975-f203049cc2d5,Fettuccine Alfredo,"This marvelous recipe is one I got off this newsgroup some months back, but am reposting for the Alfredo request since I have no idea if the original poster is still around to see the new request. Since it isn't mine, I've also included the original poster's notes and attribution. Yummy stuff!  Introduction: This is the real thing. You will not find a better Fettuccine Alfredo other than at Alfredo's in Rome, Italy. The secret to his sauce is in the Parmigiano-Reggiano cheese (don't even try this recipe without it), the balance of the pepper and nutmeg. For some reason restaurants never get it right. Be warned that the sauce is heavy. This recipe serves 2. Recipe by Ricardo Batista   Fettuccine Alfredo",0,15,1999-10-09,< 15 Mins,2,
8bc4776e-bcf5-4f6a-aab2-f812e8febc39,Olive Garden House Dressing,Make and share this Olive Garden House Dressing recipe from Food.com.,5,,1999-10-10,< 15 Mins,15,
de1cec28-28b9-47e3-8ab9-3328caab04fe,Garlic Bread,Make and share this Garlic Bread recipe from Food.com.,0,,1999-10-10,Breads,,
8f3a06a0-d72c-4cdc-87e6-b316645c245e,Elk Steaks with Green Peppercorn Sauce,"Elk is perhaps the finest of all the venison meats. It is very fine  grained and mild flavoured, almost like beef. Like all wild venison,   it is very lean so it benefits from larding, barding and marinading.   With that in mind, you can treat it like beef. Steaks are best   grilled, cooked rare or at most medium rare. Well done meat will be   tough due to the lack of fat.",0,,1999-10-10,Elk,4,
047c811f-62c3-496c-8b7c-4f1e77ae291f,Honey Dijon Mustard Chicken With Apricot,Make and share this Honey Dijon Mustard Chicken With Apricot recipe from Food.com.,5,25,1999-10-11,Lunch/Snacks,4,
2ce35bc1-0f64-4068-a68d-5323265814df,Slow Cooker Chicken Stew,"This is similar to Brunswick Stew, but without the butter/lima beans and corn (which you can certainly add, if you like).  :)",30,270,1999-10-11,Stew,8,
0b06f16b-2ea8-4387-bd58-a445226f1da0,Crock Pot Swiss-Stuffed Chicken Rolls,Make and share this Crock Pot Swiss-Stuffed Chicken Rolls recipe from Food.com.,15,300,1999-10-11,Chicken Breast,6,
41a29881-700a-4eb3-a391-ba40a4008268,Chicken Florentine,Make and share this Chicken Florentine recipe from Food.com.,15,45,1999-10-11,Chicken Breast,4,
1439c6b2-6206-4546-b14a-675611aed00d,Chicken Casserole,Make and share this Chicken Casserole recipe from Food.com.,0,45,1999-10-11,Chicken Breast,6,
705fd6b9-a966-4732-a4dc-c9cc84ac513f,Buttermilk Southern Fried Chicken,Make and share this Buttermilk Southern Fried Chicken recipe from Food.com.,0,,1999-10-11,Whole Chicken,4,
f00808cf-1c91-4905-b7c0-47a86002c988,Greek Turkey Burgers,Make and share this Greek Turkey Burgers recipe from Food.com.,10,10,1999-10-11,Poultry,4,
931b5ca3-a2cf-48cb-b943-67f4d05c740b,Lady Bird Johnson's Spoon Bread,"Spoon bread was a favorite dish with Lyndon Johnson's mother, which she passed on to his wife, Lady Bird. With a salad (fruit or green), and meat, it makes a perfect lunch.",0,,1999-10-10,Breads,8,
e9ed60f6-db0f-413d-acfb-456376e519f0,Velveeta Cheese Fudge II,Make and share this Velveeta Cheese Fudge II recipe from Food.com.,0,,1999-10-12,Candy,,
23f4fcbd-a9de-4872-b1a0-8928abf944c0,Beef Stroganoff,Make and share this Beef Stroganoff recipe from Food.com.,15,15,1999-10-12,Meat,4,
9db03830-95f4-4429-acfd-38c12d124b94,Artichoke and Spinach Salad,Make and share this Artichoke and Spinach Salad recipe from Food.com.,10,,1999-10-13,< 15 Mins,,
8f0e7586-3cac-4e2f-b35d-4849c278a3d7,Baked Lemon-Butter Salmon,Make and share this Baked Lemon-Butter Salmon recipe from Food.com.,0,,1999-10-13,Very Low Carbs,4,
6f986009-e6d3-46d5-a95f-6a6997ee1bd5,Dirt Cake II,Make and share this Dirt Cake II recipe from Food.com.,15,,1999-10-13,Dessert,,
f487c1a5-3bc4-4034-9451-790651939c3c,Orange Crystal Russian Tea,Make and share this Orange Crystal Russian Tea recipe from Food.com.,0,,1999-10-13,Beverages,24,
ada5a2da-098d-4244-89f7-55f0c46415a8,Penne Piperade,Make and share this Penne Piperade recipe from Food.com.,0,,1999-10-14,Penne,4,
5c1d4861-a298-45cd-9836-200b4303ec0d,Another Russian Tea,"This is an old favorite around our house for those cold Michigan fall and winters, and especially nice at football games.",240,20,1999-10-14,Beverages,,
707476be-49aa-4247-8c7e-59ecd3d6d49b,Zesty Chicken Stir-Fry,Make and share this Zesty Chicken Stir-Fry recipe from Food.com.,0,,1999-10-14,Chicken Breast,4,
a2e10c88-a6d7-43fa-802d-2051f82aaa2b,Veal Medallions with Blueberry-Citrus Sauce,Make and share this Veal Medallions with Blueberry-Citrus Sauce recipe from Food.com.,0,,1999-10-14,Veal,4,
dc47dd6a-8c4a-41c0-b8a9-e8cb24b1a3d2,Crab Rangoon,Make and share this Crab Rangoon recipe from Food.com.,0,,1999-10-14,Crab,36,
56324f34-8f5c-4790-9d74-1adfbb3e9b89,Banana Pudding,Make and share this Banana Pudding recipe from Food.com.,0,12,1999-10-14,Dessert,,
32d42d40-b236-470a-ba7c-2b6dcca0d52c,Cucumber Salad with Fresh Dill,Make and share this Cucumber Salad with Fresh Dill recipe from Food.com.,30,10,1999-10-14,Colombian,4,
98b9c259-f2e4-45ea-b790-baf4b12932b2,Banana Gingersnap Pudding,Make and share this Banana Gingersnap Pudding recipe from Food.com.,0,,1999-10-14,Dessert,4,
a3cbd5a6-9de0-498d-9856-2593e3864cea,French Toast,Make and share this French Toast recipe from Food.com.,0,,1999-10-14,Breakfast,5,
6b7a1e5b-25fe-4d99-b0cd-b1815b4b5d34,Fudgy Brownies,"I usually double this recipe and omit the walnuts since I don't like nuts.  It makes a very rich, fudgy brownie, perfect for chocoholics!",15,40,1999-10-15,Bar Cookie,,
a0e33090-1f3c-4fcc-802a-adc833a8b554,Blackberry Pie IIi,Make and share this Blackberry Pie IIi recipe from Food.com.,10,45,1999-10-15,Pie,8,
fde94ef3-09a0-4846-a719-4d5e05cfa35b,Wiener Schnitzel,Make and share this Wiener Schnitzel recipe from Food.com.,0,,1999-10-15,Meat,4,
808b0dfe-9876-4f33-98dd-0c316b6e1329,French Toast II,"Here's the way French Toast has been made in my family for at least 4 generations - but until I got into high school, we called it ""egg-bread"", as my back-country French-American grandparents had.  Everyone I make it for loves it!",10,15,1999-10-15,Breakfast,,
1c05415b-6c72-4f50-824e-6233d151f89f,Herbed Cauliflower Bake,Make and share this Herbed Cauliflower Bake recipe from Food.com.,0,,1999-10-15,Cauliflower,4,
e6acbc46-6644-4353-9727-e3e7a74c3fb1,Hearty Beef Stew with Red Wine,"This also can be made in a crockpot.
I add different veggies, cubed squash, and 1/2 can baby peas, just added the peas the last 5 minutes of cooking. 
This is great on a cold winters day. Enjoy!",30,155,1999-10-15,Stew,6,
9eb0010d-6cad-4f3d-aac1-96d2829761ab,Spaghetti Fruit Salad,Make and share this Spaghetti Fruit Salad recipe from Food.com.,25,9,1999-10-16,Pineapple,,
43218856-967a-4316-b9aa-6657a62eae04,Microwave Bread &amp; Butter Pickles,My mom just gave me this recipe so I haven't tried it but she said the pickles are delicious.  Microwave Bread &amp; Butter Pickles,10,10,1999-10-16,Microwave,,
cec2fcdb-cad3-43c0-bba4-61aee15da0b4,Portabella Mushrooms,Make and share this Portabella Mushrooms recipe from Food.com.,20,5,1999-10-16,Vegetable,4,
8e1be208-1cf9-40b4-9936-dad1ce49ca67,Grilled Thai Sirloin with Tangy Lime Sauce,Make and share this Grilled Thai Sirloin with Tangy Lime Sauce recipe from Food.com.,0,,1999-10-16,Thai,4,
d2c7d204-2229-4910-a2a2-c818cd363640,Barbecued Grilled Vegetables,Make and share this Barbecued Grilled Vegetables recipe from Food.com.,0,,1999-10-16,Vegetable,4,
0a171667-ed9e-4e50-8a94-2210fe703575,Banana Pudding II,"This is an old one Mum used to make during WW 2. I always knew when Dad was coming home on leave, as Mum would make this pudding and get in the cream, and we would have roast beef for dinner. I used to like this cold too, the bananas go a bit dark when cold, but it was still yummy.  Recipe by Edie Nelson (My Mum)",20,20,1999-10-16,Dessert,,
35c5673a-716b-4d03-ab87-66df65ba622a,Red Bell Pepper Soup,"This one doesn't use roasted capsicums, but it is delicious.   I make it every year and freeze it.  I have made it with red, yellow and orange capsicums, they all have a slightly different taste.  All good.",0,40,1999-10-16,Very Low Carbs,6,
fb8fac89-5250-44df-a23a-36146e4eab2a,Pork Adobo,Make and share this Pork Adobo recipe from Food.com.,0,,1999-10-17,Pork,5,
04f87cad-fdb6-46a2-bfbe-bf68fdf8f97c,Chocolate Caramel Cookie Candy Bars,Make and share this Chocolate Caramel Cookie Candy Bars recipe from Food.com.,20,240,1999-10-17,Dessert,,
5cd2f30f-7663-49ab-8272-9b32ba64941d,"Leek, Tomato, Goat Cheese Pizza","Make and share this Leek, Tomato, Goat Cheese Pizza recipe from Food.com.",0,,1999-10-18,Cheese,1,
f7d74466-61da-4b82-89fd-f874f2ced42f,Classic Filipino Chicken Adobo,"This recipe is for the Filipino Adobo, as opposed to the Mexican Adobo sauce.  While the recipe calls for chicken, an equal amount of beef, pork or combination of the three works perfectly.",0,,1999-10-18,Chicken,,
f9242853-8a3b-41a2-837c-444b80e68469,Corn Chowder (Crock Pot),Make and share this Corn Chowder (Crock Pot) recipe from Food.com.,20,420,1999-10-18,Chowders,4,
4c38b5b6-96a4-4bd1-964e-25bd79368cb1,Potato Corn Chowder,Make and share this Potato Corn Chowder recipe from Food.com.,0,,1999-10-18,Chowders,1,
5efe4da1-dec4-49d5-83d5-577b03d6c899,30 Minute Smoked Sausage and Corn Chowder,Make and share this 30 Minute Smoked Sausage and Corn Chowder recipe from Food.com.,0,30,1999-10-18,Chowders,4,
1fcfefbe-1161-4ca7-ad3b-be678037f575,Sun-Dried Tomato Crock Pot Spaghetti Sauce,Make and share this Sun-Dried Tomato Crock Pot Spaghetti Sauce recipe from Food.com.,10,360,1999-10-18,Sauces,,
8dd1b500-6d40-44bc-bc27-5294c66c8544,Cheesy Cincinnati Chili,"I love this, if you haven't tried it you need to. In Cincinnati the true enthusiasts have their Chili 1 to 5 ways: 1. Plain 2.""Two Way"" - Spaghetti & Chili 3.""Three Way"" - Chili, Spaghetti, and Cheddar Cheese 4.""Four Way"" - Chili, Spaghetti, Cheddar Cheese, and Onions 5.""Five Way"" - Chili, Spaghetti, Cheddar Cheese, Onions and Kidney  Beans",25,120,1999-10-17,Meat,10,
6e147e08-2ddf-4101-8d26-5932646c2c28,Greek Macaroni and Cheese,Make and share this Greek Macaroni and Cheese recipe from Food.com.,15,35,1999-10-17,Cheese,6,
69f761a9-38cf-4b87-99da-3f0885cb24c3,Chicken and Vegetable Salad,Make and share this Chicken and Vegetable Salad recipe from Food.com.,0,,1999-10-19,Chicken Breast,6,
16ad38f5-89ae-4243-a7e6-3c9085b09c56,Basil Cucumber Salad,Make and share this Basil Cucumber Salad recipe from Food.com.,5,,1999-10-19,Vegetable,,
dc5f40e9-877e-4438-821e-9d91f9bd538f,"Crock Pot Chicken, Gravy and Stuffing","Make and share this Crock Pot Chicken, Gravy and Stuffing recipe from Food.com.",20,360,1999-10-19,Chicken Breast,4,
e10739a7-eed6-43fc-9426-8c9d3bfe1350,Crock Pot Chicken Parmigiana,Make and share this Crock Pot Chicken Parmigiana recipe from Food.com.,30,480,1999-10-19,Chicken Breast,6,
f002b0df-8047-4f6f-8f45-5ed43c331425,Homemade Pasta,I saw this on a cooking show on TV and it's now my favourite recipe for making noodles.  The food processor does all the hard work of kneading the dough for you.  I usually dry my strips from the pasta machine a little before cutting them into noodles.  They seem to separate better that way.  I then put meal size quantities in zip lock bags and freeze  This saves hanging them up to dry.,60,,1999-10-19,Healthy,4,
bf065f4b-33b7-430e-8c78-dd4bb20fd018,Rustler's Chili Con Carne With Beans,"Its Chili Time!    When the weather FINALLY turns cool , it's time for a steaming &quot;Bowl  of Red&quot;! Chili, to an aficionado, is more than a spicy stew; it is a  craving, a passion, for a simmered combination of meat and chile peppers  that warms the heart and inspires the soul.    The exact origin of chili is still shrouded in mystery. Some people believe it  wa  s originated by chuckwagon cooks who regularly prepared stew for the cowpokes  of the Southwest. Possibly, one of the these cooks ran out of black pepper and  in his search for a substitute, he came across some red chile peppers which were  common among the Indians and Mexicans in the territory that is now west Texas.  These undomesticated capsicums were extremely hot. When the cowboys inquired  about the source of the extreme heat, they were told that the heat came from the  &quot;chile&quot;, or hot pepper. Over time, this sizzling stew became popular in its own  right, and became known as &quot;chili&quot;.",15,120,1999-10-19,Southwestern U.S.,,
7b1878f4-b79b-4af2-897e-16594630db0b,Mississippi Candied Yams,Make and share this Mississippi Candied Yams recipe from Food.com.,0,,1999-10-18,Vegetable,,
fb6bd68a-58e6-449a-b6e6-8fe5bd2e9723,Fish Sticks,Make and share this Fish Sticks recipe from Food.com.,0,,1999-10-19,Healthy,1,
bf05cb95-ead2-45d2-a486-18d36996074f,Albondigas Soup,Make and share this Albondigas Soup recipe from Food.com.,0,,1999-10-19,Low Cholesterol,,
668cb585-94a9-41e1-bf45-1a222f2e63ed,Meatball Soup,Make and share this Meatball Soup recipe from Food.com.,0,40,1999-10-19,Meat,,
63e4fd31-9eb5-4cce-83ba-ea550101bc41,Madwizard's Pumpkin Cookies,These cookies taste like pumpkin pie without the crust. Especially when they're  warm out of the oven. Enjoy!,10,15,1999-10-19,Drop Cookies,24,
a7ff0d18-f652-4bcc-969f-504ba5431c7f,Pear Bread Delight,Make and share this Pear Bread Delight recipe from Food.com.,0,,1999-10-19,Quick Breads,,
845a97f4-f669-4f1b-b41b-399cbab95b6f,Gingerbread Cake,Make and share this Gingerbread Cake recipe from Food.com.,15,40,1999-10-22,Dessert,12,
a6ce5a32-65ff-4c33-8a79-4938afd4369e,Torta Salata Di Farro - Savory Farro Pie,"A traditional dish of the hills around Lucca. It calls for cracked farro,  which cooks faster.  I first heard of farro from Giada De Laurentiis, who made a salad from it (a recipe which I've posted).  Farro is similar to wheat berries.",0,,1999-10-23,Pie,6,
97dae0be-aa24-45f1-b176-10bb13736461,Lemongrass Chicken,"Fresh lemongrass can be found at Asian markets, specialty greengrocers, and at many supermarkets. If unavailable use dried lemon grass (soak in hot water for 20 minutes). Or use 1 teaspoon grated lemon zest.  Taken from Steven Raichlen's &quot;Big Flavor Cookbook.&quot;",15,15,1999-10-23,Chicken Breast,4,
cc26b97b-591d-4eb8-86ae-12dddd7db3e3,Chicken Fingers,Make and share this Chicken Fingers recipe from Food.com.,12,20,1999-10-23,Chicken,6,
4fba64ae-54ed-4430-919a-a7fe6c826c6d,Chocolate Lovers Favorite Cake,Make and share this Chocolate Lovers Favorite Cake recipe from Food.com.,15,55,1999-10-23,Dessert,16,
2e2dc209-51b5-4e72-b542-63ef4e1b1878,Pumpkin Pie Squares,Make and share this Pumpkin Pie Squares recipe from Food.com.,10,85,1999-10-23,Pie,,
4d17276b-693a-446f-8acb-e7e8dffe7349,Pumpkin Bundt Cake II,Make and share this Pumpkin Bundt Cake II recipe from Food.com.,10,52,1999-10-23,Dessert,16,
cbeffac6-5878-4e20-83ec-b97657907324,Macadamia Nut White Chip Pumpkin Cookies,I'm not sure where I got this recipe from originally but the combinations fascinated me. When I went to make them I didn't have any cardamom (and almost past out when I saw the price of a little bottle!) so I used 1/4 tsp. nutmeg and 1/4 tsp. ginger in place of it. I loved the results! If I every can afford the cardamom (ha ha!) I'll try the recipe again as written.,15,11,1999-10-23,Drop Cookies,,
d10b9db7-b066-4b1c-b7e5-1339ade31d81,Crustless Sugar-Free Pumpkin Pie Diabetic,Make and share this Crustless Sugar-Free Pumpkin Pie Diabetic recipe from Food.com.,15,55,1999-10-23,Pie,8,
ba449436-3be5-44cc-8733-e2c4b349b2e3,Pumpkin Chocolate Chip Muffins,"Everyone I have ever served these to rants about them. I have made some modifications to make them a little healthier. That recipe is Recipe #2509. Either way though, we love them. (Recipe updated to add vanilla, more cinnamon and reduce oil slightly (original calls for 1 1/2 cups oil) since we prefer them with these alterations.)",10,20,1999-10-23,Quick Breads,,
a54a9505-411a-4d41-a332-e097ec923a1e,Walnut Pumpkin Pie,"A slightly different pumpkin pie as it has a crumb topping. Prep time does not include making a homemade pie crust. (Response to review, cutting in the butter is a technique to incorporate the butter into a dry mixture using a pastry blender or two knives. HTH!)",15,40,1999-10-23,Pie,8,
7c807469-be2c-4c84-b922-65baec7ac833,Praline Pumpkin Pie,"A great choice when you can't decide whether to make pumpkin or pecan pie! I adore this pie. I think the praline layer adds a lovely new dimension to the traditional pumpkin pie. The pumpkin layer is the best I've ever had also. Very light and tasty without being overly sweet. A few people weren't crazy about it though because they said there was something 'wrong' with having nuts in a pumpkin pie. LOL! That's okay, that just means more for me!! And yes, you can double the praline layer, I do. You will end up with a little too much filling, but the pie will turn out fine.",25,50,1999-10-23,Pie,,
f9cf3a9c-c925-40f8-9470-6f74f7d4416e,Dijon-Lime Cranberry Salad,Make and share this Dijon-Lime Cranberry Salad recipe from Food.com.,5,1,1999-10-23,Low Protein,4,
